CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,num_services,charge_per_service,is_new_customer,is_autopay,NPS
3207,Yes,6,22,,Yes,35.62,Yes,Yes,Fiber Optic,29,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,95.9,2234.95,0.0,0,783.64,3018.59,Male,42,No,No,Yes,No,0,6,13.7,0,0,Detractor
5477,Yes,9,56,Offer B,Yes,35.55,Yes,Yes,DSL,17,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,59.5,3389.25,0.0,0,1990.8,5380.049999999999,Male,34,No,No,Yes,No,0,5,9.916666666666666,0,0,Promoter
4198,No,0,19,Offer D,Yes,8.02,Yes,Yes,DSL,57,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9,1375.6,0.0,0,152.38,1527.98,Female,49,No,No,No,Yes,3,7,9.4875,0,0,Passive
4553,Yes,5,11,,Yes,17.25,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.05,1133.65,0.0,0,189.75,1323.4,Female,73,No,Yes,Yes,No,0,7,13.00625,1,1,Detractor
4344,No,0,4,,Yes,3.05,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,82.85,0.0,0,12.2,95.05,Female,31,No,No,No,No,0,1,10.225,1,0,Promoter
3146,Yes,6,45,Offer B,Yes,42.32,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.5,1121.05,0.0,0,1904.4,3025.45,Female,35,No,No,Yes,No,0,2,8.5,0,0,Detractor
2969,No,0,37,,Yes,1.6,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,3314.15,0.0,0,59.2,3373.35,Female,43,No,No,Yes,Yes,2,6,13.607142857142858,0,1,Passive
5175,No,0,25,,Yes,1.37,No,Yes,DSL,21,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,74.3,1863.8,0.0,0,34.25,1898.05,Female,48,No,No,No,No,0,7,9.2875,0,0,Detractor
4935,Yes,7,33,,Yes,48.09,No,Yes,DSL,9,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,51.45,1758.9,0.0,0,1586.97,3345.87,Female,42,No,No,Yes,No,0,3,12.8625,0,0,Detractor
4573,Yes,10,5,,Yes,8.04,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,86.05,0.0,0,40.2,126.25,Male,20,Yes,No,Yes,Yes,1,1,9.725,1,0,Detractor
4633,No,0,1,Offer E,Yes,37.5,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,43.8,0.0,0,37.5,81.3,Female,39,No,No,No,No,0,2,14.6,1,1,Promoter
5567,No,0,72,Offer A,Yes,48.52,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.45,8013.55,0.0,90,3493.44,11596.99,Female,25,Yes,No,No,No,0,9,11.645,0,1,Passive
4483,No,0,60,Offer B,Yes,48.92,Yes,Yes,Fiber Optic,11,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,101.4,6176.6,0.0,0,2935.2000000000003,9111.8,Female,74,No,Yes,No,No,0,6,14.485714285714286,0,1,Passive
2491,No,0,23,,Yes,17.62,No,Yes,Fiber Optic,25,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,75.4,1643.55,0.0,80,405.2600000000001,2128.81,Female,67,No,Yes,No,No,0,2,25.133333333333336,0,1,Passive
5678,No,0,41,,Yes,37.46,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,806.95,0.0,0,1535.86,2342.8100000000004,Female,40,No,No,No,No,0,1,9.875,0,0,Detractor
2098,Yes,1,41,Offer B,Yes,45.03,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.6,4213.35,2.93,0,1846.23,6056.65,Male,36,No,No,Yes,No,0,8,11.4,0,1,Detractor
2445,No,0,22,Offer D,Yes,7.28,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.45,1127.35,0.0,0,160.16,1287.51,Male,62,No,No,No,No,0,4,10.89,0,1,Detractor
3334,Yes,1,7,,Yes,18.91,No,Yes,DSL,29,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.45,477.05,0.0,0,132.37,609.4200000000001,Female,39,No,No,Yes,Yes,3,6,9.921428571428573,1,1,Detractor
2269,No,0,8,,Yes,37.79,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.85,365.55,13.01,10,302.32,664.86,Female,48,No,No,No,No,0,2,16.616666666666667,1,1,Detractor
5758,No,0,72,,Yes,21.26,Yes,Yes,Fiber Optic,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,7875.0,0.0,0,1530.72,9405.72,Male,28,Yes,No,Yes,No,0,9,10.895,0,0,Passive
2202,No,0,11,,Yes,3.96,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.7,1047.7,0.0,0,43.56,1091.26,Female,68,No,Yes,No,No,0,4,17.94,1,1,Detractor
5958,Yes,1,28,,Yes,18.31,No,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.1,2598.95,0.0,0,512.68,3111.63,Female,37,No,No,Yes,No,0,5,15.016666666666666,0,1,Detractor
3021,Yes,2,40,Offer B,Yes,33.44,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1024.7,0.0,0,1337.6,2362.3,Female,27,Yes,No,Yes,Yes,2,2,8.266666666666667,0,0,Promoter
4320,No,0,2,,Yes,41.37,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.55,166.3,0.0,0,82.74,249.04,Female,32,No,No,No,No,0,3,18.8875,1,1,Detractor
2710,No,0,1,Offer E,Yes,41.1,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,20.2,0.0,0,41.1,61.3,Male,19,Yes,No,No,No,0,1,10.1,1,0,Detractor
3543,No,0,9,Offer E,Yes,12.91,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,0.0,0,116.19,878.69,Female,76,No,Yes,No,No,0,4,16.89,1,1,Detractor
5905,No,0,72,Offer A,Yes,19.6,Yes,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,8405.0,0.0,0,1411.2,9816.2,Female,41,No,No,No,No,0,10,10.459090909090907,0,0,Detractor
4237,Yes,10,69,Offer A,Yes,3.81,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.5,6841.45,0.0,0,262.89,7104.34,Male,50,No,No,Yes,No,0,7,12.4375,0,1,Passive
2535,Yes,1,45,Offer B,Yes,2.38,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,98.7,4525.8,0.0,0,107.1,4632.900000000001,Male,71,No,Yes,Yes,No,0,7,12.3375,0,1,Detractor
4270,No,0,6,Offer E,Yes,19.74,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.7,276.5,0.0,0,118.44,394.94,Male,69,No,Yes,No,No,0,2,14.9,1,0,Detractor
5133,No,0,66,,Yes,21.37,No,Yes,DSL,30,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,61.15,4017.45,0.0,0,1410.42,5427.87,Female,25,Yes,No,No,No,0,5,10.191666666666666,0,1,Detractor
3173,No,0,1,Offer E,Yes,16.34,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.55,45.55,0.0,0,16.34,61.89,Male,50,No,No,No,No,0,2,15.183333333333332,1,0,Passive
3808,No,0,4,Offer E,Yes,9.75,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,116.95,0.0,0,39.0,155.95,Female,24,Yes,No,No,No,0,2,8.433333333333334,1,0,Detractor
5918,Yes,2,40,Offer B,Yes,1.89,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.4,745.3,0.0,0,75.6,820.9,Male,61,No,No,Yes,Yes,1,1,10.2,0,1,Detractor
2565,No,0,15,Offer D,Yes,32.07,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.15,1415.0,0.0,0,481.05,1896.05,Female,64,No,No,No,No,0,6,14.30714285714286,0,1,Detractor
5897,Yes,7,61,Offer B,Yes,31.49,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.4,1226.45,0.0,0,1920.89,3147.34,Male,42,No,No,Yes,Yes,3,1,10.2,0,0,Detractor
6064,Yes,10,57,Offer B,Yes,23.28,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,1134.25,0.0,0,1326.96,2461.21,Female,54,No,No,Yes,No,0,1,9.8,0,1,Passive
4048,Yes,8,37,,Yes,15.6,No,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,90.0,3371.75,0.0,0,577.1999999999999,3948.95,Female,66,No,Yes,Yes,No,0,5,15.0,0,1,Passive
5228,Yes,2,71,Offer A,Yes,18.04,Yes,Yes,DSL,41,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,80.4,5727.15,0.0,0,1280.84,7007.99,Male,22,Yes,No,Yes,No,0,9,8.040000000000001,0,0,Detractor
5076,Yes,1,72,,Yes,1.67,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.55,8312.4,0.0,0,120.24,8432.64,Female,23,Yes,No,Yes,No,0,10,10.504545454545454,0,0,Detractor
4725,Yes,1,49,,Yes,12.39,No,Yes,Fiber Optic,46,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,99.4,5025.0,0.0,10,607.11,5642.11,Female,20,Yes,No,Yes,No,0,6,14.2,0,1,Passive
3240,Yes,2,28,Offer C,No,0.0,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,50.8,1386.8,0.0,0,0.0,1386.8,Male,42,No,No,Yes,Yes,1,5,8.466666666666667,0,0,Passive
3280,No,0,12,Offer D,Yes,26.13,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.6,893.0,0.0,0,313.56,1206.56,Female,43,No,No,No,Yes,1,3,19.15,1,1,Detractor
4204,No,0,18,,Yes,22.97,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,358.5,0.0,0,413.46,771.96,Male,61,No,No,No,No,0,1,10.025,0,0,Detractor
3273,Yes,1,3,,Yes,13.54,No,Yes,Cable,51,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,168.15,0.0,0,40.62,208.77,Male,23,Yes,No,Yes,No,0,3,12.5375,1,1,Detractor
5825,No,0,66,Offer A,Yes,6.22,Yes,Yes,DSL,26,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.0,5714.25,0.0,0,410.52,6124.77,Male,57,No,No,Yes,No,0,9,8.4,0,0,Passive
4512,No,0,1,Offer E,Yes,5.67,No,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,5.67,75.97,Male,32,No,No,No,No,0,2,23.433333333333334,1,1,Detractor
4163,Yes,1,6,Offer E,Yes,27.44,Yes,Yes,Fiber Optic,58,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,545.2,0.0,0,164.64,709.84,Female,23,Yes,No,Yes,No,0,8,11.7,1,1,Detractor
4883,No,0,14,Offer D,No,0.0,No,Yes,Cable,6,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,50.75,712.75,0.0,10,0.0,722.75,Male,38,No,No,No,No,0,4,10.15,0,1,Detractor
4323,No,0,3,Offer E,Yes,15.12,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,19.8,58.15,0.0,0,45.36,103.51,Male,33,No,No,No,No,0,1,9.9,1,0,Detractor
4246,Yes,1,19,Offer D,Yes,31.85,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,387.7,2.97,0,605.15,989.88,Female,48,No,No,Yes,Yes,3,1,10.075,0,0,Detractor
5195,Yes,6,28,Offer C,Yes,12.94,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.4,1992.2,0.0,0,362.32,2354.52,Female,56,No,No,Yes,Yes,2,2,23.46666666666667,0,1,Detractor
5483,Yes,1,72,,Yes,12.12,Yes,Yes,Cable,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.65,6094.25,3.2,0,872.64,6963.6900000000005,Male,35,No,No,Yes,No,0,9,8.665000000000001,0,0,Detractor
6194,Yes,10,67,Offer A,Yes,18.29,Yes,Yes,Fiber Optic,11,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89.55,6038.55,33.76,0,1225.4299999999998,7230.219999999999,Male,60,No,No,Yes,Yes,1,6,12.792857142857144,0,1,Detractor
2007,No,0,24,,Yes,27.91,No,Yes,Fiber Optic,59,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,2187.15,0.0,0,669.84,2856.99,Male,21,Yes,No,No,No,0,6,12.792857142857144,0,1,Promoter
3585,Yes,1,23,Offer D,Yes,34.91,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,1849.95,0.0,0,802.93,2652.88,Female,30,No,No,Yes,Yes,2,4,16.75,0,1,Passive
5075,Yes,1,11,Offer D,Yes,9.14,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,834.2,0.0,0,100.54,934.74,Male,35,No,No,Yes,No,0,3,18.5875,1,1,Detractor
5667,No,0,16,Offer D,Yes,33.44,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.6,330.25,0.0,0,535.04,865.29,Male,36,No,No,No,No,0,1,10.3,0,0,Detractor
4871,No,0,42,,Yes,9.53,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.65,3541.35,0.0,0,400.26,3941.61,Female,79,No,Yes,No,No,0,4,16.93,0,1,Detractor
4734,Yes,1,60,,Yes,4.06,Yes,Yes,Fiber Optic,11,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,116.05,6925.9,0.0,0,243.6,7169.5,Female,70,No,Yes,Yes,No,0,9,11.605,0,1,Detractor
5956,No,0,42,,Yes,23.25,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.65,958.1,0.0,0,976.5,1934.6,Female,56,No,No,No,No,0,1,10.325,0,0,Passive
5803,No,0,10,,Yes,18.03,No,Yes,Fiber Optic,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,110.1,1043.3,0.0,0,180.3,1223.6,Male,53,No,No,No,No,0,9,11.01,1,1,Detractor
4275,No,0,3,,Yes,9.74,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.3,220.4,0.0,0,29.22,249.62,Male,35,No,No,No,No,0,2,23.433333333333334,1,0,Passive
2864,No,0,34,,Yes,36.75,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,673.2,0.0,0,1249.5,1922.7,Female,19,Yes,No,No,No,0,1,10.175,0,0,Promoter
4432,No,0,1,Offer E,Yes,7.77,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,72.1,72.1,0.0,0,7.77,79.86999999999999,Female,72,No,Yes,No,No,0,3,18.025,1,1,Passive
4253,Yes,6,14,,Yes,4.05,No,Yes,DSL,59,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.2,668.85,0.0,0,56.7,725.5500000000001,Male,27,Yes,No,Yes,No,0,3,12.55,0,0,Detractor
5597,No,0,11,Offer D,Yes,47.88,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,215.25,0.0,0,526.6800000000001,741.9300000000001,Male,43,No,No,No,No,0,1,10.175,1,0,Promoter
4909,No,0,8,,Yes,10.91,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,369.3,0.0,0,87.28,456.58,Female,56,No,No,No,No,0,2,14.816666666666668,1,0,Detractor
5153,Yes,10,72,,Yes,28.09,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,6827.5,0.0,0,2022.48,8849.98,Female,70,No,Yes,Yes,No,0,7,12.075,0,1,Passive
6380,Yes,10,72,Offer A,Yes,41.68,Yes,Yes,Fiber Optic,28,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,100.65,7334.05,0.0,0,3000.96,10335.01,Female,48,No,No,Yes,No,0,7,12.58125,0,1,Detractor
4689,Yes,5,72,Offer A,Yes,7.29,Yes,Yes,Fiber Optic,53,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,79.05,5730.7,0.0,80,524.88,6335.58,Female,27,Yes,No,Yes,No,0,3,19.7625,0,1,Detractor
3217,Yes,9,40,,Yes,27.95,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,1006.9,44.51,0,1118.0,2080.39,Male,43,No,No,Yes,Yes,1,2,8.416666666666666,0,0,Promoter
2966,Yes,8,14,Offer D,Yes,15.33,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.7,263.65,0.0,0,214.62,478.27,Female,40,No,No,Yes,Yes,1,1,9.85,0,0,Passive
3698,Yes,1,30,Offer C,Yes,4.82,Yes,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2624.25,0.0,0,144.60000000000002,2768.85,Female,25,Yes,No,Yes,No,0,5,14.166666666666666,0,1,Detractor
5402,No,0,37,,Yes,28.84,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.35,2552.9,0.0,0,1067.08,3619.98,Male,62,No,No,No,No,0,2,23.45,0,0,Detractor
2848,Yes,7,11,Offer D,Yes,24.42,No,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,834.7,0.0,0,268.62,1103.3200000000002,Male,76,No,Yes,Yes,No,0,2,23.4,1,1,Detractor
5509,Yes,3,65,,Yes,28.46,Yes,Yes,Cable,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.45,5957.9,0.0,0,1849.9,7807.799999999999,Female,43,No,No,Yes,Yes,1,10,8.222727272727273,0,0,Detractor
6251,No,0,65,,No,0.0,No,Yes,Cable,22,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.95,3921.1,0.0,0,0.0,3921.1,Female,45,No,No,No,No,0,7,7.49375,0,0,Detractor
4990,No,0,9,,Yes,21.11,No,Yes,Fiber Optic,6,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6,661.55,0.0,0,189.99,851.54,Male,58,No,No,No,No,0,3,18.9,1,1,Detractor
3125,No,0,5,,No,0.0,No,Yes,Cable,59,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,40.0,223.45,0.0,0,0.0,223.45,Male,25,Yes,No,No,No,0,5,6.666666666666667,1,0,Detractor
4080,No,0,7,,Yes,8.29,No,Yes,DSL,21,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.8,418.3,0.0,0,58.03,476.33,Female,42,No,No,No,No,0,6,8.971428571428572,1,1,Passive
4104,Yes,4,30,Offer C,Yes,48.04,Yes,Yes,Cable,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,67.6,2000.2,0.0,0,1441.2,3441.4,Male,31,No,No,Yes,Yes,1,7,8.45,0,1,Detractor
2641,Yes,6,46,,Yes,4.2,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,98.85,4564.9,0.0,0,193.2,4758.099999999999,Male,74,No,Yes,Yes,No,0,6,14.12142857142857,0,1,Promoter
5331,No,0,63,,Yes,5.17,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,108.25,6780.1,0.0,0,325.71,7105.81,Female,46,No,No,No,No,0,9,10.825,0,0,Detractor
6047,No,0,59,Offer B,Yes,48.12,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,6519.75,0.0,0,2839.08,9358.83,Male,19,Yes,No,No,No,0,9,11.135,0,1,Promoter
3332,Yes,9,7,Offer E,No,0.0,No,Yes,Cable,47,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,58.85,465.7,0.0,0,0.0,465.7,Male,21,Yes,No,Yes,Yes,2,7,7.35625,1,0,Detractor
4363,No,0,51,Offer B,Yes,43.79,Yes,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.5,5703.25,0.0,0,2233.29,7936.54,Female,19,Yes,No,No,No,0,9,11.15,0,1,Passive
6355,No,0,60,Offer B,Yes,39.41,Yes,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.0,1505.05,0.0,0,2364.6,3869.65,Female,63,No,No,No,No,0,2,8.333333333333334,0,0,Detractor
2573,Yes,1,43,Offer B,No,0.0,No,Yes,DSL,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55,2342.2,0.0,0,0.0,2342.2,Female,70,No,Yes,Yes,No,0,5,9.258333333333333,0,0,Detractor
2047,Yes,5,12,Offer D,Yes,17.27,No,Yes,Cable,29,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.3,628.65,0.0,0,207.24,835.89,Male,49,No,No,Yes,Yes,2,3,14.075,1,0,Detractor
2269,Yes,5,18,,Yes,20.0,No,No,No internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,309.25,0.0,0,360.0,669.25,Female,20,Yes,No,Yes,Yes,3,1,9.675,0,0,Promoter
5981,Yes,1,44,,Yes,17.61,No,Yes,DSL,24,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,59.85,2603.95,0.0,0,774.8399999999999,3378.79,Male,39,No,No,Yes,No,0,5,9.975,0,1,Detractor
3273,No,0,25,,Yes,29.81,No,Yes,Fiber Optic,52,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,2395.7,0.0,80,745.25,3220.95,Female,22,Yes,No,Yes,No,0,5,15.858333333333334,0,1,Detractor
5650,No,0,1,Offer E,Yes,25.99,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.0,20.0,0.0,0,25.99,45.99,Male,55,No,No,No,No,0,1,10.0,1,0,Passive
2062,No,0,9,,Yes,34.75,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,684.85,0.0,0,312.75,997.6,Male,48,No,No,No,No,0,3,19.0625,1,1,Promoter
4017,Yes,9,36,Offer C,Yes,47.16,No,Yes,DSL,28,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,54.1,1992.85,1.09,0,1697.7599999999998,3689.52,Male,65,No,Yes,Yes,No,0,4,10.82,0,0,Detractor
5742,No,0,40,,Yes,44.14,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,91.55,3673.6,0.0,0,1765.6,5439.2,Female,72,No,Yes,No,No,0,4,18.31,0,1,Detractor
5019,Yes,4,44,Offer B,Yes,24.71,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,94.4,4295.35,0.0,40,1087.24,5422.59,Female,40,No,No,Yes,Yes,2,6,13.485714285714286,0,1,Promoter
4544,Yes,8,54,,Yes,14.18,No,Yes,DSL,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.55,4191.45,0.0,0,765.72,4957.17,Male,48,No,No,Yes,No,0,7,9.31875,0,1,Passive
4596,Yes,1,54,,Yes,42.1,Yes,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,70.15,3715.65,0.0,0,2273.4,5989.05,Female,50,No,No,Yes,No,0,6,10.021428571428572,0,0,Detractor
6132,Yes,5,69,,Yes,49.91,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382.0,0.0,0,3443.79,9825.79,Male,73,No,Yes,Yes,No,0,7,11.91875,0,1,Detractor
2120,Yes,1,11,Offer D,Yes,25.67,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1361.27,Female,64,No,No,Yes,No,0,6,13.428571428571429,1,1,Detractor
4830,No,0,36,Offer C,Yes,42.51,No,Yes,Cable,52,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.2,2854.95,0.0,40,1530.36,4425.31,Male,27,Yes,No,No,No,0,7,9.9,0,0,Detractor
