Customer ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Population
8946-BFWSG,5,Stayed,No,0,39,6245,,,Yes,8,63,Offer B,Yes,24.5,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,1573.05,0.0,0,1543.5,3116.55,Male,19,Yes,No,Yes,Yes,3,United States,California,Davis,95618,"38.544002, -121.685559",38.544002,-121.685559,648
0547-HURJB,3,Stayed,No,0,70,4001,,,No,0,12,Offer D,Yes,19.38,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,235.8,0.0,0,232.56,468.36,Male,19,Yes,No,No,Yes,2,United States,California,Dixon,95620,"38.392821, -121.799917",38.392821,-121.799917,18529
8845-LWKGE,5,Stayed,No,0,60,2215,,,Yes,4,30,Offer C,Yes,36.74,No,Yes,Cable,18,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,64.5,1985.15,0.0,0,1102.2,3087.3500000000004,Female,56,No,No,Yes,Yes,1,United States,California,El Dorado,95623,"38.63153, -120.842609",38.63153,-120.842609,4097
0691-NIKRI,5,Stayed,No,0,31,3784,,,No,0,40,Offer B,Yes,16.73,Yes,Yes,Fiber Optic,14,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.95,4335.2,0.0,0,669.2,5004.4,Female,41,No,No,No,No,0,United States,California,Elverta,95626,"38.734997, -121.463719",38.734997,-121.463719,6197
5022-JNQEQ,5,Stayed,No,0,51,4843,,,Yes,10,9,,Yes,8.1,No,Yes,Fiber Optic,20,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,647.5,0.0,0,72.89999999999999,720.4,Female,39,No,No,Yes,Yes,1,United States,California,Esparto,95627,"38.834469, -122.127193",38.834469,-122.127193,2756
3249-VHRIP,4,Stayed,No,0,53,4507,,,No,0,62,Offer B,No,0.0,No,Yes,Cable,30,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,43.6,2748.7,0.0,0,0.0,2748.7,Female,38,No,No,No,No,0,United States,California,Fiddletown,95629,"38.513484, -120.704613",38.513484,-120.704613,850
3736-BLEPA,5,Stayed,No,0,41,2886,,,No,0,28,Offer C,Yes,13.69,No,Yes,Fiber Optic,12,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.25,2483.65,0.0,0,383.32,2866.9700000000003,Male,50,No,No,No,No,0,United States,California,Folsom,95630,"38.672638, -121.147403",38.672638,-121.147403,51855
4701-LKOZD,4,Stayed,No,0,78,5150,,,No,0,70,,Yes,29.53,Yes,Yes,Cable,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,89.75,6367.2,0.0,110,2067.1,8544.3,Female,64,No,No,No,No,0,United States,California,Foresthill,95631,"39.031876, -120.811141",39.031876,-120.811141,5714
6603-QWSPR,4,Stayed,No,0,24,4190,,,No,0,46,Offer B,Yes,5.86,No,Yes,Fiber Optic,82,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.4,4904.2,0.0,0,269.56,5173.76,Female,20,Yes,No,No,No,0,United States,California,Galt,95632,"38.274451, -121.259201",38.274451,-121.259201,24194
9921-QFQUL,4,Stayed,No,0,50,5110,,,Yes,2,23,Offer D,Yes,22.17,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.15,2044.95,0.0,0,509.91,2554.86,Female,33,No,No,Yes,No,0,United States,California,Garden Valley,95633,"38.852544, -120.837669",38.852544,-120.837669,2536
1929-ZCBHE,3,Stayed,No,0,29,5040,,,Yes,7,47,Offer B,No,0.0,No,Yes,DSL,47,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,40.3,1794.8,0.0,0,0.0,1794.8,Male,27,Yes,No,Yes,Yes,1,United States,California,Georgetown,95634,"38.9386, -120.785514",38.9386,-120.785514,2723
4378-MYPGO,3,Stayed,No,0,36,5795,,,Yes,3,68,,Yes,31.4,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,7173.15,0.0,0,2135.2,9308.349999999999,Male,41,No,No,Yes,Yes,2,United States,California,Greenwood,95635,"38.921333, -120.897718",38.921333,-120.897718,1140
4129-LYCOI,3,Stayed,No,0,39,4741,,,No,0,67,,Yes,12.54,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.0,7039.05,0.0,0,840.18,7879.2300000000005,Female,28,Yes,No,No,Yes,1,United States,California,Guinda,95637,"38.830739, -122.196202",38.830739,-122.196202,228
7798-JVXYM,3,Stayed,No,0,69,5351,,,No,0,14,Offer D,Yes,37.01,No,Yes,DSL,29,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,921.4,0.0,0,518.14,1439.54,Female,52,No,No,No,No,0,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.123886,1745
8647-SDTWQ,5,Stayed,No,0,65,4133,,,Yes,4,57,Offer B,Yes,49.95,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.3,4018.35,0.0,70,2847.15,6935.5,Male,59,No,No,Yes,Yes,2,United States,California,Hood,95639,"38.375325, -121.507935",38.375325,-121.507935,213
2696-ECXKC,4,Stayed,No,0,55,6153,,,Yes,6,55,Offer B,Yes,41.18,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.9,5448.6,0.0,0,2264.9,7713.5,Female,34,No,No,Yes,Yes,1,United States,California,Ione,95640,"38.33788, -120.954202",38.33788,-120.954202,9752
2081-KJSQF,5,Joined,No,0,21,4769,,,No,0,1,,Yes,42.96,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,20.25,0.0,0,42.96,63.21,Male,25,Yes,No,No,No,0,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,2010
3323-CPBWR,4,Stayed,No,0,22,3875,,,No,0,23,Offer D,Yes,8.5,Yes,Yes,Fiber Optic,6,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.9,2085.45,0.0,0,195.5,2280.95,Male,61,No,No,No,No,0,United States,California,Knights Landing,95645,"38.875508, -121.765866",38.875508,-121.765866,1793
3384-CTMSF,5,Stayed,No,0,71,3142,,,Yes,2,47,Offer B,Yes,48.69,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.1,5135.15,0.0,0,2288.43,7423.58,Male,61,No,No,Yes,No,0,United States,California,Lincoln,95648,"38.922812, -121.312005",38.922812,-121.312005,15286
0902-RFHOF,3,Stayed,No,0,26,2907,,,No,0,38,,Yes,22.23,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,730.1,0.0,0,844.74,1574.8400000000001,Male,38,No,No,No,No,0,United States,California,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,11191
7718-RXDGG,4,Stayed,No,0,47,3351,,,Yes,9,15,Offer D,Yes,24.17,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,68.6,1108.6,0.0,90,362.55,1561.1499999999999,Male,54,No,No,Yes,No,0,United States,California,Newcastle,95658,"38.883224, -121.15918",38.883224,-121.15918,6096
1025-FALIX,3,Stayed,No,0,23,5379,,,No,0,26,,Yes,37.51,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,1815.65,0.0,0,975.26,2790.91,Female,49,No,No,No,No,0,United States,California,Nicolaus,95659,"38.788898, -121.608624",38.788898,-121.608624,751
3451-VAWLI,4,Stayed,No,0,43,5636,,,Yes,5,35,,Yes,15.41,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,730.4,0.0,0,539.35,1269.75,Female,62,No,No,Yes,Yes,2,United States,California,North Highlands,95660,"38.671295, -121.388251",38.671295,-121.388251,32202
3407-QGWLG,4,Joined,No,0,70,2948,,,No,0,3,,Yes,37.85,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.05,75.45,0.0,0,113.55000000000001,189.0,Male,23,Yes,No,No,Yes,1,United States,California,Roseville,95661,"38.736685, -121.251984",38.736685,-121.251984,25173
2347-WKKAE,3,Stayed,No,0,47,2662,,,Yes,9,42,,Yes,41.16,Yes,Yes,Fiber Optic,11,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.4,4014.6,0.0,0,1728.7199999999998,5743.32,Male,52,No,No,Yes,No,0,United States,California,Penryn,95663,"38.859093, -121.182872",38.859093,-121.182872,2048
8735-DCXNF,3,Stayed,No,0,26,3519,,,Yes,9,10,Offer D,Yes,21.85,No,Yes,DSL,9,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.95,568.85,0.0,0,218.5,787.35,Male,34,No,No,Yes,No,0,United States,California,Pilot Hill,95664,"38.803731, -121.043799",38.803731,-121.043799,1173
3214-IYUUQ,3,Stayed,No,0,48,4300,,,No,0,61,,Yes,10.21,No,Yes,Fiber Optic,69,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,93.7,5860.7,0.0,0,622.8100000000001,6483.51,Female,19,Yes,No,Yes,No,0,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264,-120.641274,4354
1936-UAFEH,4,Stayed,No,0,36,5502,,,No,0,68,,Yes,48.82,Yes,Yes,Fiber Optic,17,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.25,7279.35,0.0,30,3319.76,10629.11,Female,43,No,No,No,No,0,United States,California,Pioneer,95666,"38.546999, -120.271114",38.546999,-120.271114,5501
3587-PMCOY,3,Stayed,No,0,50,4614,,,No,0,10,Offer D,Yes,46.33,No,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.9,1064.95,0.0,0,463.29999999999995,1528.25,Male,37,No,No,No,No,0,United States,California,Placerville,95667,"38.733714, -120.795213",38.733714,-120.795213,34146
1027-LKKQQ,3,Stayed,No,0,54,4480,,,Yes,3,72,,Yes,12.96,No,Yes,DSL,56,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.45,5886.85,0.0,0,933.1200000000001,6819.97,Female,35,No,No,Yes,Yes,3,United States,California,Plymouth,95669,"38.489273, -120.891614",38.489273,-120.891614,2220
7148-XZPHA,4,Stayed,No,0,32,4162,,,Yes,9,55,,Yes,13.45,No,Yes,Fiber Optic,53,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.4,4238.45,0.0,0,739.75,4978.2,Male,43,No,No,Yes,Yes,3,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913,49729
5309-TAIKL,4,Stayed,No,0,46,4080,,,No,0,7,,Yes,8.29,No,Yes,DSL,21,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.8,418.3,0.0,0,58.029999999999994,476.33,Female,42,No,No,No,No,0,United States,California,Rio Linda,95673,"38.688764, -121.457596",38.688764,-121.457596,14010
6856-RAURS,4,Joined,No,0,62,2044,,,No,0,2,,Yes,41.08,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.9,136.05,0.0,0,82.16,218.21,Female,50,No,No,No,No,0,United States,California,Rio Oso,95674,"38.954144, -121.482536",38.954144,-121.482536,947
8778-LMWTJ,3,Stayed,No,0,66,5770,,,No,0,9,,Yes,13.05,No,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,708.2,0.0,0,117.45,825.6500000000001,Female,28,Yes,No,No,No,0,United States,California,River Pines,95675,"38.545775, -120.743325",38.545775,-120.743325,364
9717-IOAAF,5,Stayed,No,0,21,2682,,,No,0,27,,Yes,2.65,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.85,788.55,0.0,0,71.55,860.0999999999999,Male,54,No,No,No,Yes,1,United States,California,Rocklin,95677,"38.7904, -121.236973",38.7904,-121.236973,21510
2845-KDHVX,5,Stayed,No,0,31,5425,,,Yes,9,64,,Yes,23.29,No,Yes,DSL,25,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,68.3,4378.8,0.0,0,1490.56,5869.360000000001,Female,57,No,No,Yes,No,0,United States,California,Sheridan,95681,"38.984756, -121.345074",38.984756,-121.345074,1219
0848-SOMKO,3,Stayed,No,0,66,4483,,,No,0,70,,No,0.0,No,Yes,DSL,26,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,48.4,3442.8,0.0,0,0.0,3442.8,Male,23,Yes,No,No,No,0,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.963092,24738
1535-VTJOQ,5,Stayed,No,0,56,3904,,,No,0,24,,Yes,26.64,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.15,553.0,0.0,0,639.36,1192.3600000000001,Female,19,Yes,No,No,No,0,United States,California,Thornton,95686,"38.157794, -121.520223",38.157794,-121.520223,1472
6368-TZZDT,4,Stayed,No,0,31,5390,,,Yes,8,4,,Yes,3.57,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,96.85,0.0,0,14.28,111.13,Male,62,No,No,Yes,Yes,2,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151,63157
0943-ZQPXH,5,Stayed,No,0,78,5635,,,Yes,2,44,,Yes,26.25,No,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.95,4122.9,0.0,0,1155.0,5277.9,Male,46,No,No,Yes,Yes,1,United States,California,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568,32564
1293-BSEUN,5,Stayed,No,0,40,4528,,,Yes,9,72,,Yes,6.9,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.7,1482.3,0.0,0,496.8,1979.1,Female,64,No,No,Yes,Yes,3,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668,1273
1302-TPUBN,3,Stayed,No,0,23,5637,,,No,0,66,,Yes,21.23,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,1240.8,0.0,0,1401.18,2641.98,Male,58,No,No,No,No,0,United States,California,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287,19050
0927-CNGRH,4,Joined,No,0,21,5272,,,No,0,1,,Yes,30.63,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,19.55,0.0,0,30.63,50.18,Male,42,No,No,No,Yes,3,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153,751
8608-OZTLB,3,Stayed,No,0,59,5975,,,Yes,4,38,,Yes,31.45,No,Yes,DSL,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.05,2802.3,0.0,0,1195.1,3997.4,Male,59,No,No,Yes,Yes,3,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814,1526
2335-GSODA,4,Stayed,No,0,24,2327,,,No,0,23,,No,0.0,No,Yes,DSL,26,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.1,857.75,0.0,0,0.0,857.75,Male,36,No,No,No,Yes,3,United States,California,Camino,95709,"38.748316, -120.675512",38.748316,-120.675512,4829
1952-DVVSW,5,Stayed,No,0,77,3509,,,Yes,4,10,,Yes,14.04,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,184.4,0.0,0,140.39999999999998,324.79999999999995,Female,23,Yes,No,Yes,No,0,United States,California,Colfax,95713,"39.084645, -120.894014",39.084645,-120.894014,8525
6656-GULJQ,3,Stayed,No,0,28,5940,,,Yes,4,72,,Yes,21.21,Yes,Yes,DSL,27,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,83.55,6093.3,0.0,90,1527.1200000000001,7710.42,Male,25,Yes,No,Yes,Yes,2,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",39.23754,-120.720196,185
9853-JFZDU,4,Stayed,No,0,46,3102,,,Yes,7,35,,Yes,20.79,No,Yes,DSL,69,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.85,1861.1,0.0,0,727.65,2588.75,Female,20,Yes,No,Yes,No,0,United States,California,Gold Run,95717,"39.170376, -120.838404",39.170376,-120.838404,407
3777-XROBG,4,Stayed,No,0,78,4125,,,Yes,4,58,,Yes,43.52,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,1079.65,0.0,0,2524.1600000000003,3603.8100000000004,Female,52,No,No,Yes,Yes,2,United States,California,Echo Lake,95721,"38.851842, -120.076204",38.851842,-120.076204,69
6994-FGRHH,4,Stayed,No,0,50,4649,,,Yes,7,70,,Yes,3.67,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.15,7475.1,0.0,0,256.9,7732.0,Male,37,No,No,Yes,Yes,3,United States,California,Meadow Vista,95722,"39.003358, -121.022539",39.003358,-121.022539,3747
4000-VGMQP,5,Stayed,No,0,60,2125,,,Yes,2,38,,Yes,13.67,Yes,Yes,Cable,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,78.95,2862.55,0.0,0,519.46,3382.01,Male,56,No,No,Yes,Yes,3,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733908,-120.453416,8577
3999-WRNGR,3,Stayed,No,0,77,6307,,,Yes,2,60,,No,0.0,No,Yes,Cable,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.75,3069.45,0.0,0,0.0,3069.45,Female,39,No,No,Yes,Yes,3,United States,California,Soda Springs,95728,"39.279068, -120.414275",39.279068,-120.414275,88
3466-RITXD,3,Stayed,No,0,75,5461,,,No,0,26,,Yes,37.59,Yes,Yes,Fiber Optic,8,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,92.4,2349.8,0.0,0,977.3400000000001,3327.1400000000003,Male,34,No,No,No,No,0,United States,California,Twin Bridges,95735,"38.805481, -120.13287",38.805481,-120.13287,25
2680-XKKNJ,4,Stayed,No,0,52,3325,,,No,0,8,,Yes,17.52,No,Yes,DSL,28,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.2,469.25,0.0,30,140.16,639.41,Female,60,No,No,No,No,0,United States,California,Weimar,95736,"39.00978, -120.978273",39.00978,-120.978273,31
2101-RANCD,4,Stayed,No,0,46,5832,,,No,0,55,,Yes,8.93,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.1,4144.9,0.0,0,491.15,4636.049999999999,Female,50,No,No,No,No,0,United States,California,El Dorado Hills,95762,"38.684437, -121.055634",38.684437,-121.055634,22028
7921-BEPCI,3,Stayed,No,0,59,4515,,,No,0,72,,Yes,12.63,Yes,Yes,DSL,23,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.75,4265.0,0.0,0,909.36,5174.36,Female,40,No,No,No,No,0,United States,California,Rocklin,95765,"38.823278, -121.281856",38.823278,-121.281856,15494
8510-TMWYB,5,Stayed,No,0,24,5898,,,Yes,9,54,,Yes,23.02,Yes,Yes,Cable,21,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.8,3246.45,0.0,0,1243.08,4489.53,Female,61,No,No,Yes,Yes,3,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,16599
3258-ZKPAI,3,Stayed,No,0,59,5227,,,Yes,7,72,,Yes,21.29,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.6,8337.45,26.7,0,1532.8799999999999,9843.63,Male,26,Yes,No,Yes,Yes,1,United States,California,Sacramento,95815,"38.608405, -121.449942",38.608405,-121.449942,25355
1428-IEDPR,4,Stayed,No,0,33,5624,,,No,0,52,,Yes,20.8,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.3,5731.4,3.85,60,1081.6000000000001,6869.15,Male,54,No,No,No,No,0,United States,California,Sacramento,95816,"38.574856, -121.46504",38.574856,-121.46504,16164
4450-YOOHP,4,Stayed,No,0,31,5433,,,No,0,39,,No,0.0,No,Yes,DSL,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.65,1905.4,3.51,0,0.0,1901.89,Female,56,No,No,No,No,0,United States,California,Sacramento,95818,"38.556306, -121.495817",38.556306,-121.495817,21313
6728-CZFEI,4,Stayed,No,0,25,5473,,,No,0,15,,Yes,6.56,No,Yes,DSL,52,No,No,No,No,Yes,No,No,Yes,One Year,No,Credit Card,56.15,931.9,35.23,0,98.39999999999999,995.0699999999999,Female,28,Yes,No,No,No,0,United States,California,Sacramento,95819,"38.567594, -121.437507",38.567594,-121.437507,15975
3653-NCRDJ,4,Stayed,No,0,74,5594,,,Yes,10,43,,Yes,14.97,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.2,776.25,9.48,0,643.71,1410.48,Male,39,No,No,Yes,Yes,1,United States,California,Sacramento,95821,"38.625096, -121.383658",38.625096,-121.383658,35426
6519-ZHPXP,4,Stayed,No,0,33,4183,,,Yes,1,72,,Yes,41.55,No,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,108.3,7679.65,36.13,50,2991.6,10685.119999999999,Female,51,No,No,Yes,Yes,2,United States,California,Sacramento,95824,"38.517295, -121.439819",38.517295,-121.439819,30580
3472-QPRCH,5,Stayed,No,0,53,3217,,,Yes,9,40,,Yes,27.95,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,1006.9,44.51,0,1118.0,2080.39,Male,43,No,No,Yes,Yes,1,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826,38818
8224-UAXBZ,3,Stayed,No,0,41,5137,,,Yes,7,58,,No,0.0,No,Yes,DSL,29,Yes,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,45.35,2540.1,4.08,0,0.0,2536.02,Female,55,No,No,Yes,No,0,United States,California,Sacramento,95827,"38.549185, -121.328386",38.549185,-121.328386,19611
9610-WCESF,4,Stayed,No,0,62,6344,,,No,0,67,,No,0.0,No,Yes,Cable,17,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,43.9,3097.2,34.45,0,0.0,3062.75,Male,44,No,No,No,No,0,United States,California,Sacramento,95828,"38.486938, -121.395805",38.486938,-121.395805,54880
2486-WYVVE,5,Stayed,No,0,34,5238,,,Yes,1,31,,Yes,3.12,Yes,Yes,DSL,6,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.3,2484.0,0.0,0,96.72,2580.72,Male,47,No,No,Yes,No,0,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171,592
1422-DGUBX,5,Stayed,No,0,43,2735,,,Yes,4,32,,Yes,43.11,Yes,Yes,Fiber Optic,18,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.25,2619.15,16.96,0,1379.52,3981.71,Male,64,No,No,Yes,No,0,United States,California,Sacramento,95832,"38.445939, -121.496855",38.445939,-121.496855,9063
2999-AANRQ,4,Stayed,No,0,56,5138,,,No,0,21,,Yes,17.35,No,Yes,DSL,71,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,71.05,1524.85,16.91,140,364.35,2012.29,Female,23,Yes,No,No,No,0,United States,California,Sacramento,95833,"38.619049, -121.517552",38.619049,-121.517552,31422
8668-KNZTI,3,Stayed,No,0,23,5957,,,No,0,52,,Yes,47.9,No,Yes,DSL,3,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.75,2790.65,43.12,0,2490.7999999999997,5238.33,Male,42,No,No,No,No,0,United States,California,Sacramento,95834,"38.646209, -121.52446",38.646209,-121.52446,8403
0480-KYJVA,4,Stayed,No,0,26,5897,,,Yes,8,72,,Yes,47.6,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.25,1784.5,49.76,0,3427.2000000000003,5161.9400000000005,Female,42,No,No,Yes,Yes,3,United States,California,Sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709,854
9746-YKGXB,3,Stayed,No,0,30,6340,,,Yes,9,52,,No,0.0,No,Yes,DSL,19,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,44.25,2276.1,23.5,0,0.0,2252.6,Male,48,No,No,Yes,Yes,2,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433,34894
3926-YZVVX,5,Stayed,No,0,64,2157,,,No,0,41,,Yes,12.42,No,Yes,Cable,12,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,50.05,2029.05,0.0,0,509.21999999999997,2538.27,Female,62,No,No,No,No,0,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660442,-121.346321,20993
6000-UKLWI,3,Stayed,No,0,47,4982,,,No,0,41,,Yes,36.76,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,802.35,29.95,0,1507.1599999999999,2279.56,Male,46,No,No,No,No,0,United States,California,Sacramento,95842,"38.687367, -121.34848",38.687367,-121.34848,31373
6332-FBZRI,3,Stayed,No,0,40,5589,,,Yes,6,67,,Yes,36.21,Yes,Yes,DSL,24,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,69.35,4653.25,9.99,0,2426.07,7069.33,Male,39,No,No,Yes,Yes,1,United States,California,Sacramento,95864,"38.585826, -121.376263",38.585826,-121.376263,23362
2096-XOTMO,5,Stayed,No,0,31,4146,,,Yes,10,16,,Yes,12.82,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,275.9,33.24,0,205.12,447.78,Female,40,No,No,Yes,Yes,3,United States,California,Marysville,95901,"39.19514, -121.503883",39.19514,-121.503883,38091
